"Condition","loc_coord","loc_id","plate","Phase","Group","seconds_total","exp_sums","mean","sd","sem","median","iqr","CI_lower","CI_upper","phase_con_mean","phase_con_sd","phase_con_sem"
"Mut3","B7",19,2,"Dark","1",91,11931,131.10989010989,185.973083509383,19.4952763481305,47,219.5,92.8991484675544,169.320631752226,418.026785714286,371.29133141742,65.6356545602598
"Mut3","B8",20,1,"Dark","1",91,43799,481.307692307692,688.634102042388,72.188468722065,30,792.5,339.818293612445,622.79709100294,418.026785714286,371.29133141742,65.6356545602598
"Mut3","B8",20,2,"Dark","1",91,13558,148.989010989011,179.575146418521,18.8245903042654,92,247.5,112.092813992651,185.885207985371,418.026785714286,371.29133141742,65.6356545602598
"Mut4","B9",21,1,"Dark","1",91,114443,1257.61538461538,678.70254930076,71.1473591076497,1178,948,1118.16656076439,1397.06420846638,373.755494505494,343.35683785598,60.6974871036833
"Mut4","B9",21,2,"Dark","1",91,6141,67.4835164835165,148.844838124759,15.6031786830514,0,104,36.9012862647358,98.0657467022972,373.755494505494,343.35683785598,60.6974871036833
"Mut4","B10",22,1,"Dark","1",91,57809,635.263736263736,602.056934095565,63.1127154855668,489,583.5,511.562813912025,758.964658615447,373.755494505494,343.35683785598,60.6974871036833
"Mut4","B10",22,2,"Dark","1",91,10634,116.857142857143,236.354609828752,24.7766953572806,1,165,68.2948199568729,165.419465757413,373.755494505494,343.35683785598,60.6974871036833
"MUT+DMSO","B11",23,1,"Dark","1",91,22889,251.527472527473,322.631931348655,33.8210161475102,148,319,185.238280878353,317.816664176592,311.589972527473,256.205528259735,45.2911666024851
"MUT+DMSO","B11",23,2,"Dark","1",91,19419,213.395604395604,242.333648744448,25.40346894063,136,339.5,163.60480527197,263.186403519239,311.589972527473,256.205528259735,45.2911666024851
"MUT+DMSO","B12",24,1,"Dark","1",91,37632,413.538461538462,382.75795391089,40.1239359219493,293,368,334.895547131441,492.181375945482,311.589972527473,256.205528259735,45.2911666024851
"MUT+DMSO","B12",24,2,"Dark","1",91,15944,175.208791208791,213.214212392843,22.3509225825024,118,295.5,131.400982947087,219.016599470496,311.589972527473,256.205528259735,45.2911666024851
"WT+DMSO","C1",25,1,"Dark","1",91,51092,561.450549450549,504.993119067231,52.9376629367084,454,734.5,457.692730094601,665.208368806498,370.533997252747,243.19531836663,42.9912646924663
"WT+DMSO","C1",25,2,"Dark","1",91,27240,299.340659340659,257.540340735635,26.9975634037363,254,284,246.425435069336,352.255883611982,370.533997252747,243.19531836663,42.9912646924663
"WT+DMSO","C2",26,1,"Dark","1",91,19114,210.043956043956,372.272209607967,39.0247312464995,0,259,133.555482800817,286.532429287095,370.533997252747,243.19531836663,42.9912646924663
"WT+DMSO","C2",26,2,"Dark","1",91,30136,331.164835164835,881.284129535939,92.3836789836199,3,142,150.09282435694,512.23684597273,370.533997252747,243.19531836663,42.9912646924663
"Mut1","C3",27,1,"Dark","1",91,16880,185.494505494505,342.708407756875,35.9256027268645,0,248.5,115.080324149851,255.90868683916,316.938186813187,330.832927533015,58.4835516245981
"Mut1","C3",27,2,"Dark","1",91,25674,282.131868131868,263.884284774436,27.662589437825,252,301.5,227.913192833731,336.350543430005,316.938186813187,330.832927533015,58.4835516245981
"Mut1","C4",28,1,"Dark","1",91,12077,132.714285714286,364.014629917055,38.159101688699,0,1.5,57.9224464044357,207.506125024136,316.938186813187,330.832927533015,58.4835516245981
"Mut1","C4",28,2,"Dark","1",91,28243,310.362637362637,278.455802057766,29.1900994994396,237,353.5,253.150042343736,367.575232381539,316.938186813187,330.832927533015,58.4835516245981
"Mut2","C5",29,1,"Dark","1",91,88731,975.065934065934,711.257178088329,74.5600114799617,799,895.5,828.928311565209,1121.20355656666,388.059752747253,400.215821334946,70.748830301021
"Mut2","C5",29,2,"Dark","1",91,20400,224.175824175824,203.872214520468,21.3716151110725,195,235.5,182.287458558122,266.064189793526,388.059752747253,400.215821334946,70.748830301021
"Mut2","C6",30,1,"Dark","1",91,9195,101.043956043956,238.972100281737,25.0510829124935,1,42.5,51.9438335354688,150.144078552443,388.059752747253,400.215821334946,70.748830301021
"Mut2","C6",30,2,"Dark","1",91,29326,322.263736263736,426.122747969404,44.6698015278602,83,505,234.71092526913,409.816547258342,388.059752747253,400.215821334946,70.748830301021
"Mut3","C7",31,1,"Dark","1",91,49814,547.406593406593,644.873785722136,67.6011411171975,415,736,414.908356816886,679.9048299963,418.026785714286,371.29133141742,65.6356545602598
"Mut3","C7",31,2,"Dark","1",91,15823,173.879120879121,164.786247751769,17.2742924818481,139,218,140.021507614699,207.736734143543,418.026785714286,371.29133141742,65.6356545602598
"Mut3","C8",32,1,"Dark","1",91,1763,19.3736263736264,52.7582849421456,5.53057101163056,0,0,8.53370719083048,30.2135455564223,418.026785714286,371.29133141742,65.6356545602598
"Mut3","C8",32,2,"Dark","1",91,24,0.263736263736264,0.940864435094602,0.0986293920720605,0,0,0.0704226552750251,0.457049872197502,418.026785714286,371.29133141742,65.6356545602598
"Mut4","C9",33,1,"Dark","1",91,1122,12.3296703296703,67.5797561642793,7.08428336563786,0,0,-1.55552506697987,26.2148657263205,373.755494505494,343.35683785598,60.6974871036833
"Mut4","C9",33,2,"Dark","1",91,4365,47.967032967033,184.315276424178,19.3214909451675,0,0,10.0969107145047,85.8371552195612,373.755494505494,343.35683785598,60.6974871036833
"Mut4","C10",34,1,"Dark","1",91,12481,137.153846153846,313.046994096446,32.8162417092681,0,179,72.8340124036808,201.473679904012,373.755494505494,343.35683785598,60.6974871036833
"Mut4","C10",34,2,"Dark","1",91,36148,397.230769230769,345.094546688072,36.175738052853,334,400.5,326.326322647177,468.135215814361,373.755494505494,343.35683785598,60.6974871036833
"MUT+DMSO","C11",35,1,"Dark","1",91,18161,199.571428571429,302.719971181917,31.73367555629,88,305.5,137.3734244811,261.769432661757,311.589972527473,256.205528259735,45.2911666024851
"MUT+DMSO","C11",35,2,"Dark","1",91,17836,196,242.879210948799,25.460659399261,150,342,146.097107577448,245.902892422552,311.589972527473,256.205528259735,45.2911666024851
"MUT+DMSO","C12",36,1,"Dark","1",91,22524,247.516483516484,369.670584969837,38.7520068806001,13,329,171.562550030507,323.47041700246,311.589972527473,256.205528259735,45.2911666024851
"MUT+DMSO","C12",36,2,"Dark","1",91,24442,268.593406593407,295.962609426032,31.0253115697961,184,217,207.783795916606,329.403017270207,311.589972527473,256.205528259735,45.2911666024851
"WT+DMSO","D1",37,1,"Dark","1",91,44528,489.318681318681,417.197472004722,43.7341783821267,373,440,403.599691689713,575.03767094765,370.533997252747,243.19531836663,42.9912646924663
"WT+DMSO","D1",37,2,"Dark","1",91,33804,371.472527472527,315.00417424604,33.0214099366233,328,408,306.750563996746,436.194490948309,370.533997252747,243.19531836663,42.9912646924663
"WT+DMSO","D2",38,1,"Dark","1",91,48545,533.461538461538,504.963415785789,52.9345491867548,405,631.5,429.709822055499,637.213254867578,370.533997252747,243.19531836663,42.9912646924663
"WT+DMSO","D2",38,2,"Dark","1",91,15526,170.615384615385,188.018779749422,19.7097235830277,133,276,131.98432639265,209.246442838119,370.533997252747,243.19531836663,42.9912646924663
"Mut1","D3",39,1,"Dark","1",91,7907,86.8901098901099,164.085848164202,17.2008706551188,0,144.5,53.176403406077,120.603816374143,316.938186813187,330.832927533015,58.4835516245981
"Mut1","D3",39,2,"Dark","1",91,15206,167.098901098901,266.82320634312,27.9706721295017,34,239,112.276383725078,221.921418472724,316.938186813187,330.832927533015,58.4835516245981
"Mut1","D4",40,1,"Dark","1",91,36480,400.879120879121,382.846613763697,40.1332299998817,424,655.5,322.217990079353,479.540251678889,316.938186813187,330.832927533015,58.4835516245981
"Mut1","D4",40,2,"Dark","1",91,7476,82.1538461538462,130.870922250125,13.7190003362619,0,153,55.2646054947728,109.04308681292,316.938186813187,330.832927533015,58.4835516245981
"Mut2","D5",41,1,"Dark","1",91,38485,422.912087912088,505.829432128869,53.0253323668352,303,543,318.982436473091,526.841739351085,388.059752747253,400.215821334946,70.748830301021
"Mut2","D5",41,2,"Dark","1",91,17438,191.626373626374,196.026792293052,20.5491913952043,124,227.5,151.349958491773,231.902788760974,388.059752747253,400.215821334946,70.748830301021
"Mut2","D6",42,1,"Dark","1",91,45142,496.065934065934,451.759764137184,47.3572910586081,474,693,403.245643591062,588.886224540806,388.059752747253,400.215821334946,70.748830301021
"Mut2","D6",42,2,"Dark","1",91,27667,304.032967032967,433.012893073365,45.3920849913898,115,441.5,215.064480449843,393.001453616091,388.059752747253,400.215821334946,70.748830301021
"Mut3","D7",43,1,"Dark","1",91,138889,1526.25274725275,719.879767637263,75.4639044677041,1497,1099.5,1378.34349449605,1674.16200000945,418.026785714286,371.29133141742,65.6356545602598
"Mut3","D7",43,2,"Dark","1",91,24855,273.131868131868,390.556162095691,40.9414102613221,107,391,192.886704019677,353.377032244059,418.026785714286,371.29133141742,65.6356545602598
"Mut3","D8",44,1,"Dark","1",91,69849,767.571428571429,611.110921789292,64.0618312866869,574,864,642.010239249522,893.132617893335,418.026785714286,371.29133141742,65.6356545602598
"Mut3","D8",44,2,"Dark","1",91,3877,42.6043956043956,129.28047709628,13.5522763824205,0,1.5,16.0419338948513,69.1668573139399,418.026785714286,371.29133141742,65.6356545602598
"Mut4","D9",45,1,"Dark","1",91,96628,1061.84615384615,438.943780836502,46.0138109624294,1082,589,971.659084359792,1152.03322333252,373.755494505494,343.35683785598,60.6974871036833
"Mut4","D9",45,2,"Dark","1",91,10997,120.846153846154,215.691339293338,22.6105960393449,0,151.5,76.5293856090379,165.16292208327,373.755494505494,343.35683785598,60.6974871036833
"Mut4","D10",46,1,"Dark","1",91,96905,1064.89010989011,520.975312926512,54.6130520847319,953,729,957.848527804035,1171.93169197618,373.755494505494,343.35683785598,60.6974871036833
"Mut4","D10",46,2,"Dark","1",91,7528,82.7252747252747,135.1652540768,14.1691686300375,1,124.5,54.9537042104012,110.496845240148,373.755494505494,343.35683785598,60.6974871036833
"MUT+DMSO","D11",47,1,"Dark","1",91,47484,521.802197802198,382.098946457596,40.0548531698918,419,515,443.29468558921,600.309710015186,311.589972527473,256.205528259735,45.2911666024851
"MUT+DMSO","D11",47,2,"Dark","1",91,3089,33.9450549450549,65.6675740440461,6.88383221346874,0,44.5,20.4527438066562,47.4373660834537,311.589972527473,256.205528259735,45.2911666024851
"MUT+DMSO","D12",48,1,"Dark","1",91,107202,1178.04395604396,661.560762508511,69.3504115907862,1066,841.5,1042.11714932602,1313.9707627619,311.589972527473,256.205528259735,45.2911666024851
"MUT+DMSO","D12",48,2,"Dark","1",91,18295,201.043956043956,300.549900167747,31.5061903024135,74,310.5,139.291823051226,262.796089036687,311.589972527473,256.205528259735,45.2911666024851
"WT+DMSO","E1",49,1,"Dark","1",91,111323,1223.32967032967,677.000099375424,70.9688938634489,1154,835.5,1084.23063835731,1362.42870230203,370.533997252747,243.19531836663,42.9912646924663
"WT+DMSO","E1",49,2,"Dark","1",91,28416,312.263736263736,395.255974307644,41.4340844490452,159,508.5,231.052930743608,393.474541783865,370.533997252747,243.19531836663,42.9912646924663
"WT+DMSO","E2",50,1,"Dark","1",91,45649,501.637362637363,680.275018184778,71.312198636383,269,634.5,361.865453310052,641.409271964673,370.533997252747,243.19531836663,42.9912646924663
"WT+DMSO","E2",50,2,"Dark","1",91,7648,84.043956043956,164.081884170876,17.2004551157091,0,81.5,50.3310640171661,117.756848070746,370.533997252747,243.19531836663,42.9912646924663
"Mut1","E3",51,1,"Dark","1",91,71474,785.428571428571,484.61827229405,50.8017986444226,776,532,685.857046085503,885.00009677164,316.938186813187,330.832927533015,58.4835516245981
"Mut1","E3",51,2,"Dark","1",91,8065,88.6263736263736,189.612977072987,19.8768408711313,0,155,49.6677655189563,127.584981733791,316.938186813187,330.832927533015,58.4835516245981
"Mut1","E4",52,1,"Dark","1",91,40261,442.428571428571,495.866091755003,51.9808905031329,334,602.5,340.546026042431,544.311116814712,316.938186813187,330.832927533015,58.4835516245981
"Mut1","E4",52,2,"Dark","1",91,9167,100.736263736264,189.022387572644,19.8149302693377,3,146,61.8990004083619,139.573527064166,316.938186813187,330.832927533015,58.4835516245981
"Mut2","E5",53,1,"Dark","1",91,49995,549.395604395604,507.479717802065,53.1983293115823,411,473.5,445.126878944903,653.664329846306,388.059752747253,400.215821334946,70.748830301021
"Mut2","E5",53,2,"Dark","1",91,19720,216.703296703297,313.854229947085,32.9008630194563,120,285.5,152.217605185162,281.188988221431,388.059752747253,400.215821334946,70.748830301021
"Mut2","E6",54,1,"Dark","1",91,92648,1018.10989010989,595.874547768972,62.4646253014744,938,658.5,895.679224519,1140.54055570078,388.059752747253,400.215821334946,70.748830301021
"Mut2","E6",54,2,"Dark","1",91,47904,526.417582417582,332.41513757262,34.8465748214208,468,499,458.118295767598,594.716869067567,388.059752747253,400.215821334946,70.748830301021
"Mut3","E7",55,1,"Dark","1",91,82373,905.197802197802,641.638184991791,67.2619579988668,826,1036.5,773.364364520023,1037.03123987558,418.026785714286,371.29133141742,65.6356545602598
"Mut3","E7",55,2,"Dark","1",91,17169,188.67032967033,195.828839945332,20.5284403507535,182,298.5,148.434586582853,228.906072757807,418.026785714286,371.29133141742,65.6356545602598
"Mut3","E8",56,1,"Dark","1",91,47617,523.263736263736,394.36871735203,41.3410746477605,477,501,442.235229954126,604.292242573347,418.026785714286,371.29133141742,65.6356545602598
"Mut3","E8",56,2,"Dark","1",91,15545,170.824175824176,226.933891176684,23.789135705882,129,238.5,124.197469840647,217.450881807704,418.026785714286,371.29133141742,65.6356545602598
"Mut4","E9",57,1,"Dark","1",91,28077,308.538461538462,391.525827378314,41.043058802569,151,466.5,228.094066285426,388.982856791497,373.755494505494,343.35683785598,60.6974871036833
"Mut4","E9",57,2,"Dark","1",91,9830,108.021978021978,150.914617363003,15.8201505021327,25,184,77.014483037798,139.029473006158,373.755494505494,343.35683785598,60.6974871036833
"Mut4","E10",58,1,"Dark","1",91,38645,424.67032967033,299.640490326697,31.4108582477397,379,409,363.10504750476,486.2356118359,373.755494505494,343.35683785598,60.6974871036833
"Mut4","E10",58,2,"Dark","1",91,10047,110.406593406593,147.012696203195,15.4111180235415,33,170.5,80.2008020804521,140.612384732735,373.755494505494,343.35683785598,60.6974871036833
"MUT+DMSO","E11",59,1,"Dark","1",91,75121,825.505494505495,593.260714163238,62.1906210880138,795,888,703.611877172987,947.399111838002,311.589972527473,256.205528259735,45.2911666024851
"MUT+DMSO","E11",59,2,"Dark","1",91,8603,94.5384615384615,163.198672903939,17.1078694178339,0,166.5,61.007037479507,128.069885597416,311.589972527473,256.205528259735,45.2911666024851
"MUT+DMSO","E12",60,1,"Dark","1",91,5323,58.4945054945055,211.723686473478,22.1946730105012,0,0,14.9929463939231,101.996064595088,311.589972527473,256.205528259735,45.2911666024851
"MUT+DMSO","E12",60,2,"Dark","1",91,16127,177.21978021978,228.70474912223,23.9747720591124,145,250,130.22922698392,224.210333455641,311.589972527473,256.205528259735,45.2911666024851
"WT+DMSO","F1",61,1,"Dark","1",91,66160,727.032967032967,545.87014024602,57.222739083917,693,715.5,614.87639842849,839.189535637444,370.533997252747,243.19531836663,42.9912646924663
"WT+DMSO","F1",61,2,"Dark","1",91,18929,208.010989010989,376.217061888051,39.4382641293316,1,205,130.711991317499,285.309986704479,370.533997252747,243.19531836663,42.9912646924663
"WT+DMSO","F2",62,1,"Dark","1",91,13698,150.527472527473,391.473550707504,41.0375787184366,0,6,70.0938182393369,230.961126815608,370.533997252747,243.19531836663,42.9912646924663
"WT+DMSO","F2",62,2,"Dark","1",91,26160,287.472527472527,318.927520176236,33.4326883414071,194,320,221.944458323369,353.000596621685,370.533997252747,243.19531836663,42.9912646924663
"Mut1","F3",63,1,"Dark","1",91,12609,138.56043956044,416.026901074417,43.611469206472,0,10.5,53.0819599157544,224.038919205125,316.938186813187,330.832927533015,58.4835516245981
"Mut1","F3",63,2,"Dark","1",91,3744,41.1428571428571,167.429625111804,17.551393722274,0,0,6.74212544720014,75.5435888385142,316.938186813187,330.832927533015,58.4835516245981
"Mut1","F4",64,1,"Dark","1",91,7864,86.4175824175824,351.868948645312,36.8858883378164,0,0,14.1212412754623,158.713923559702,316.938186813187,330.832927533015,58.4835516245981
"Mut1","F4",64,2,"Dark","1",91,5016,55.1208791208791,80.463909807073,8.43490965541147,0,126.5,38.5884561962726,71.6533020454856,316.938186813187,330.832927533015,58.4835516245981
"Mut2","F5",65,1,"Dark","1",91,3466,38.0879120879121,101.822465143083,10.673894624714,0,0,17.1670786234726,59.0087455523516,388.059752747253,400.215821334946,70.748830301021
"Mut2","F5",65,2,"Dark","1",91,8750,96.1538461538462,261.433395940191,27.4056664776819,0,63,42.4387398575896,149.868952450103,388.059752747253,400.215821334946,70.748830301021
"Mut2","F6",66,1,"Dark","1",91,9522,104.637362637363,257.934423900663,27.0388745443669,0,3,51.6411685304036,157.633556744322,388.059752747253,400.215821334946,70.748830301021
"Mut2","F6",66,2,"Dark","1",91,8345,91.7032967032967,170.16622556296,17.8382673979853,1,108.5,56.7402926032455,126.666300803348,388.059752747253,400.215821334946,70.748830301021
"Mut3","F7",67,1,"Dark","1",91,82624,907.956043956044,672.708801324712,70.5190435958074,817,870,769.738718508262,1046.17336940383,418.026785714286,371.29133141742,65.6356545602598
"Mut3","F7",67,2,"Dark","1",91,55761,612.758241758242,435.009152921824,45.6013498843195,605,759,523.379595984976,702.136887531508,418.026785714286,371.29133141742,65.6356545602598
"Mut3","F8",68,1,"Dark","1",91,29453,323.659340659341,441.932730420975,46.3271380151423,155,426.5,232.858150149662,414.46053116902,418.026785714286,371.29133141742,65.6356545602598
"Mut3","F8",68,2,"Dark","1",91,18616,204.571428571429,220.732978095815,23.1391033902314,140,321.5,159.218785926575,249.924071216282,418.026785714286,371.29133141742,65.6356545602598
"Mut4","F9",69,1,"Dark","1",91,95989,1054.82417582418,758.41149184634,79.5031266898167,944,1034.5,898.998047512135,1210.65030413622,373.755494505494,343.35683785598,60.6974871036833
"Mut4","F9",69,2,"Dark","1",91,23644,259.824175824176,233.677441187947,24.4960518281303,250,305.5,211.81191424104,307.836437407311,373.755494505494,343.35683785598,60.6974871036833
"Mut4","F10",70,1,"Dark","1",91,64502,708.813186813187,626.369307323969,65.6613447055728,560,745.5,580.116951190264,837.50942243611,373.755494505494,343.35683785598,60.6974871036833
"Mut4","F10",70,2,"Dark","1",91,6081,66.8241758241758,127.624500730907,13.3786828910415,0,88.5,40.6019573577345,93.0463942906171,373.755494505494,343.35683785598,60.6974871036833
"MUT+DMSO","F11",71,1,"Dark","1",91,42225,464.010989010989,484.713512053036,50.8117824839425,332,612,364.419895342462,563.602082679516,311.589972527473,256.205528259735,45.2911666024851
"MUT+DMSO","F11",71,2,"Dark","1",91,10699,117.571428571429,245.598730672486,25.7457425282118,0,128,67.1097732161335,168.033083926724,311.589972527473,256.205528259735,45.2911666024851
"MUT+DMSO","F12",72,1,"Dark","1",91,45453,499.483516483516,644.638561308021,67.5764828985431,281,576.5,367.033610002372,631.933422964661,311.589972527473,256.205528259735,45.2911666024851
"MUT+DMSO","F12",72,2,"Dark","1",91,17930,197.032967032967,253.399747897334,26.5635113349932,116,323,144.96848481638,249.097449249554,311.589972527473,256.205528259735,45.2911666024851
"WT+DMSO","G1",73,1,"Dark","1",91,64158,705.032967032967,464.935179485615,48.7384498713354,615,604.5,609.50560528515,800.560328780784,370.533997252747,243.19531836663,42.9912646924663
"WT+DMSO","G1",73,2,"Dark","1",91,22095,242.802197802198,229.034020751902,24.0092891047672,192,276.5,195.743991156854,289.860404447542,370.533997252747,243.19531836663,42.9912646924663
"WT+DMSO","G2",74,1,"Dark","1",91,46296,508.747252747253,472.522794121713,49.5338480083265,420,531,411.660910650933,605.833594843573,370.533997252747,243.19531836663,42.9912646924663
"WT+DMSO","G2",74,2,"Dark","1",91,20336,223.472527472527,194.830144864662,20.423748659796,177,184.5,183.441980099327,263.503074845728,370.533997252747,243.19531836663,42.9912646924663
"Mut1","G3",75,1,"Dark","1",91,70364,773.230769230769,507.18329092971,53.1672553320336,684,598.5,669.022948779983,877.438589681555,316.938186813187,330.832927533015,58.4835516245981
"Mut1","G3",75,2,"Dark","1",91,17344,190.593406593407,225.387024077942,23.6269799734784,173,275,144.284525845389,236.902287341424,316.938186813187,330.832927533015,58.4835516245981
"Mut1","G4",76,1,"Dark","1",91,155555,1709.3956043956,578.931004891696,60.6884593936147,1802,684.5,1590.44622398412,1828.34498480709,316.938186813187,330.832927533015,58.4835516245981
"Mut1","G4",76,2,"Dark","1",91,35240,387.252747252747,241.745853389996,25.3418512449133,348,271.5,337.582718812717,436.922775692777,316.938186813187,330.832927533015,58.4835516245981
"Mut2","G5",77,1,"Dark","1",91,169926,1867.31868131868,570.127780591936,59.7656307388447,1857,633.5,1750.17804507055,1984.45931756682,388.059752747253,400.215821334946,70.748830301021
"Mut2","G5",77,2,"Dark","1",91,4820,52.967032967033,101.113407238215,10.5995651597109,1,61.5,32.1918852539996,73.7421806800664,388.059752747253,400.215821334946,70.748830301021
"Mut2","G6",78,1,"Dark","1",91,99592,1094.41758241758,593.981987492215,62.2662310774037,1011,838,972.375769505871,1216.45939532929,388.059752747253,400.215821334946,70.748830301021
"Mut2","G6",78,2,"Dark","1",91,10018,110.087912087912,231.950983727724,24.3150699104505,1,156,62.430375063429,157.745449112395,388.059752747253,400.215821334946,70.748830301021
"Mut3","G7",79,1,"Dark","1",91,108936,1197.0989010989,542.944299474736,56.916027632397,1269,780.5,1085.5434869394,1308.6543152584,418.026785714286,371.29133141742,65.6356545602598
"Mut3","G7",79,2,"Dark","1",91,451,4.95604395604396,36.5434025320614,3.83078947565853,0,0,-2.55230341624676,12.4643913283347,418.026785714286,371.29133141742,65.6356545602598
"Mut3","G8",80,1,"Dark","1",91,69747,766.450549450549,515.093826700777,53.9965048019492,663,619,660.617400038729,872.28369886237,418.026785714286,371.29133141742,65.6356545602598
"Mut3","G8",80,2,"Dark","1",91,19441,213.637362637363,301.144465755539,31.5685177114255,123,328,151.763067922969,275.511657351757,418.026785714286,371.29133141742,65.6356545602598
"Mut4","G9",81,1,"Dark","1",91,39525,434.340659340659,338.969261791627,35.5336337250985,332,357.5,364.694737239466,503.986581441852,373.755494505494,343.35683785598,60.6974871036833
"Mut4","G9",81,2,"Dark","1",91,29465,323.791208791209,303.068658025556,31.7702278693851,261,281,261.521562167214,386.060855415204,373.755494505494,343.35683785598,60.6974871036833
"Mut4","G10",82,1,"Dark","1",91,46233,508.054945054945,385.987344715899,40.4624680632233,416,408,428.748507651027,587.361382458863,373.755494505494,343.35683785598,60.6974871036833
"Mut4","G10",82,2,"Dark","1",91,17693,194.428571428571,240.67175169407,25.2292547928196,124,203.5,144.979232034645,243.877910822498,373.755494505494,343.35683785598,60.6974871036833
"MUT+DMSO","G11",83,1,"Dark","1",91,73439,807.021978021978,522.229046769114,54.7444791023804,771,838,699.722798981313,914.321157062644,311.589972527473,256.205528259735,45.2911666024851
"MUT+DMSO","G11",83,2,"Dark","1",91,10940,120.21978021978,121.776097107018,12.7656036072463,98,205.5,95.1991971495775,145.240363289983,311.589972527473,256.205528259735,45.2911666024851
"MUT+DMSO","G12",84,1,"Dark","1",91,58076,638.197802197802,468.993869180024,49.1639161576962,606,559.5,541.836526528718,734.559077866887,311.589972527473,256.205528259735,45.2911666024851
"MUT+DMSO","G12",84,2,"Dark","1",91,22484,247.076923076923,205.260768063415,21.5171750734772,206,210,204.903259932908,289.250586220938,311.589972527473,256.205528259735,45.2911666024851
"WT+DMSO","H1",85,1,"Dark","1",91,66320,728.791208791209,446.937244326651,46.8517536193907,720,637.5,636.961771697203,820.620645885215,370.533997252747,243.19531836663,42.9912646924663
"WT+DMSO","H1",85,2,"Dark","1",91,23070,253.516483516484,381.014008568287,39.941120776077,82,343.5,175.231886795373,331.801080237595,370.533997252747,243.19531836663,42.9912646924663
"WT+DMSO","H2",86,1,"Dark","1",91,60826,668.417582417582,676.760782714806,70.9438066607988,514,888.5,529.367721362417,807.467443472748,370.533997252747,243.19531836663,42.9912646924663
"WT+DMSO","H2",86,2,"Dark","1",91,12617,138.648351648352,262.268665202789,27.4932264879381,61,162,84.7616277319929,192.53507556471,370.533997252747,243.19531836663,42.9912646924663
"Mut1","H3",87,1,"Dark","1",91,59850,657.692307692308,443.182071746984,46.4581045719368,594,500.5,566.634422731312,748.750192653304,316.938186813187,330.832927533015,58.4835516245981
"Mut1","H3",87,2,"Dark","1",91,26756,294.021978021978,336.442796129082,35.268788160644,167,489.5,224.895153227116,363.14880281684,316.938186813187,330.832927533015,58.4835516245981
"Mut1","H4",88,1,"Dark","1",91,50315,552.912087912088,519.24902286008,54.4320877146895,431,487,446.225195991297,659.598979832879,316.938186813187,330.832927533015,58.4835516245981
"Mut1","H4",88,2,"Dark","1",91,15154,166.527472527473,204.809686221642,21.4698888479922,101,268,124.446490385408,208.608454669537,316.938186813187,330.832927533015,58.4835516245981
"Mut2","H5",89,1,"Dark","1",91,75023,824.428571428571,825.838498374122,86.5713975426791,583,1389,654.74863224492,994.108510612223,388.059752747253,400.215821334946,70.748830301021
"Mut2","H5",89,2,"Dark","1",91,8696,95.5604395604396,150.01157057531,15.7254854766938,0,189.5,64.7384880261198,126.382391094759,388.059752747253,400.215821334946,70.748830301021
"Mut2","H6",90,1,"Dark","1",91,57844,635.648351648352,637.713822504985,66.8505730299948,472,1097,504.621228509562,766.675474787142,388.059752747253,400.215821334946,70.748830301021
"Mut2","H6",90,2,"Dark","1",91,18078,198.659340659341,378.73491813845,39.7022071821654,17,215,120.843014582297,276.475666736385,388.059752747253,400.215821334946,70.748830301021
"Mut3","H7",91,1,"Dark","1",91,80215,881.483516483516,734.267501401338,76.9721487816712,683,1184,730.618104871441,1032.34892809559,418.026785714286,371.29133141742,65.6356545602598
"Mut3","H7",91,2,"Dark","1",91,1142,12.5494505494505,71.959751672764,7.54343165328332,0,0,-2.23567549098476,27.3345765898859,418.026785714286,371.29133141742,65.6356545602598
"Mut3","H8",92,1,"Dark","1",91,48836,536.659340659341,333.317573620121,34.9411758238915,485,458,468.174636044513,605.144045274168,418.026785714286,371.29133141742,65.6356545602598
"Mut3","H8",92,2,"Dark","1",91,30732,337.714285714286,288.286750985283,30.22066296857,275,285.5,278.481786295888,396.946785132683,418.026785714286,371.29133141742,65.6356545602598
"Mut4","H9",93,1,"Dark","1",91,45152,496.175824175824,412.935415811308,43.2873934940454,415,625.5,411.332532927495,581.019115424153,373.755494505494,343.35683785598,60.6974871036833
"Mut4","H9",93,2,"Dark","1",91,14049,154.384615384615,143.798606795196,15.0741899045141,109,221,124.839203171768,183.930027597463,373.755494505494,343.35683785598,60.6974871036833
"Mut4","H10",94,1,"Dark","1",91,32938,361.956043956044,307.462406449523,32.2308178543066,286,288,298.783640961603,425.128446950485,373.755494505494,343.35683785598,60.6974871036833
"Mut4","H10",94,2,"Dark","1",91,16834,184.989010989011,177.431206982405,18.5998443840924,147,147.5,148.53331599619,221.444705981832,373.755494505494,343.35683785598,60.6974871036833
"MUT+DMSO","H11",95,1,"Dark","1",91,12425,136.538461538462,188.72857098032,19.7841299214865,22,266.5,97.761566892348,175.315356184575,311.589972527473,256.205528259735,45.2911666024851
"MUT+DMSO","H11",95,2,"Dark","1",91,16634,182.791208791209,285.55293404915,29.9340810845178,82,198.5,124.120409865554,241.462007716864,311.589972527473,256.205528259735,45.2911666024851
"MUT+DMSO","H12",96,1,"Dark","1",91,14825,162.912087912088,202.346328432311,21.2116587861945,126,269.5,121.337236691147,204.486939133029,311.589972527473,256.205528259735,45.2911666024851
"MUT+DMSO","H12",96,2,"Dark","1",91,16575,182.142857142857,236.789760074608,24.8223114977233,126,246,133.49112660732,230.794587678395,311.589972527473,256.205528259735,45.2911666024851
