"Condition","time","Phase","Group","n_samples","exp_sums","mean","median","iqr","sd","sem","CI_lower","CI_upper"
"WT+DMSO",92,"Light","1",32,2612,81.625,0,6.25,177.340523542485,31.3496716940159,20.1796434797289,143.070356520271
"WT+DMSO",93,"Light","1",32,3371,105.34375,0,1,351.939108495645,62.2146325455047,-16.5969297891893,227.284429789189
"WT+DMSO",94,"Light","1",32,3690,115.3125,0,5.75,384.816037951274,68.0265074861714,-18.0194546728958,248.644454672896
"WT+DMSO",95,"Light","1",32,2154,67.3125,0,0,184.014452009583,32.5294667130756,3.55474524237173,131.070254757628
"WT+DMSO",96,"Light","1",32,4815,150.46875,0,69.25,314.114627153744,55.5281457325741,41.6335843641548,259.303915635845
"WT+DMSO",97,"Light","1",32,1230,38.4375,0,0,147.392593480484,26.0555755866806,-12.631428149894,89.506428149894
"WT+DMSO",98,"Light","1",32,2254,70.4375,0,0,174.665382854594,30.876769163757,9.91903243903627,130.955967560964
"WT+DMSO",99,"Light","1",32,1179,36.84375,0,0,131.574610104661,23.2593247592454,-8.74452652812108,82.4320265281211
"WT+DMSO",100,"Light","1",32,1278,39.9375,0,0,121.006248172457,21.3910846621716,-1.98902593785635,81.8640259378564
"WT+DMSO",101,"Light","1",32,1613,50.40625,0,0,144.95424403205,25.6245322292081,0.182166830752074,100.630333169248
"WT+DMSO",102,"Light","1",32,3181,99.40625,0,0,269.989827690696,47.7279095028696,5.85954737437554,192.952952625624
"WT+DMSO",103,"Light","1",32,1749,54.65625,0,0,194.73996050565,34.4254866603863,-12.8177038543572,122.130203854357
"WT+DMSO",104,"Light","1",32,3916,122.375,0,0,385.412619275465,68.1319691611375,-11.1636595558295,255.913659555829
"WT+DMSO",105,"Light","1",32,2327,72.71875,0,0,225.14414513531,39.8002379424065,-5.28971636711681,150.727216367117
"WT+DMSO",106,"Light","1",32,3930,122.8125,0,2,492.869179626609,87.1277847879564,-47.9579581843946,293.582958184395
"WT+DMSO",107,"Light","1",32,1461,45.65625,0,0,139.066846162602,24.5837774899506,-2.52795388030323,93.8404538803032
"WT+DMSO",108,"Light","1",32,2080,65,0,0,238.829538347116,42.2194965282247,-17.7502131953203,147.75021319532
"WT+DMSO",109,"Light","1",32,2771,86.59375,0,0,270.311511978429,47.784775788184,-7.06441054484064,180.251910544841
"WT+DMSO",110,"Light","1",32,1511,47.21875,0,0,153.827455575101,27.1931092424566,-6.07974411521489,100.517244115215
"WT+DMSO",111,"Light","1",32,1972,61.625,0,0,187.140063123337,33.0820019165475,-3.21572375643306,126.465723756433
"WT+DMSO",112,"Light","1",32,1712,53.5,0,0,190.935726392164,33.7529867256696,-12.6558539823124,119.655853982312
"WT+DMSO",113,"Light","1",32,1902,59.4375,0,0,212.791574157103,37.616591266462,-14.2910188822655,133.166018882265
"WT+DMSO",114,"Light","1",32,1523,47.59375,0,0.25,177.142344689964,31.3146382913896,-13.7829410511236,108.970441051124
"WT+DMSO",115,"Light","1",32,2669,83.40625,0,0,369.604222446119,65.3374130117079,-44.6550795029475,211.467579502948
"Mut1",73,"Light","1",32,640,20,0,0,78.1813441982495,13.8206396612154,-7.08845373598226,47.0884537359823
"Mut1",74,"Light","1",32,2053,64.15625,0,0,231.419338609067,40.9095459070443,-16.0264599778068,144.338959977807
"Mut1",75,"Light","1",32,2056,64.25,0,0,198.30166007146,35.0551121392697,-4.45801979296861,132.958019792969
"Mut1",76,"Light","1",32,541,16.90625,0,0,66.9493594731941,11.8350865198978,-6.29051957899978,40.1030195789998
"Mut1",77,"Light","1",32,1980,61.875,0,1,265.852341990691,46.9964984539857,-30.238136969812,153.988136969812
"Mut1",78,"Light","1",32,1310,40.9375,0,0,155.159634237691,27.428607383974,-12.8225704725891,94.6975704725891
"Mut1",79,"Light","1",32,2014,62.9375,0,1.25,207.788499402327,36.7321642449906,-9.05754192018162,134.932541920182
"Mut1",80,"Light","1",32,748,23.375,0,0,77.9494252911836,13.7796418032475,-3.63309793436513,50.3830979343651
"Mut1",81,"Light","1",32,497,15.53125,0,0,58.1322099239756,10.2764199606508,-4.61053312287548,35.6730331228755
"Mut1",82,"Light","1",32,480,15,0,0,51.4988255425118,9.10379219106327,-2.843432694484,32.843432694484
"Mut1",83,"Light","1",32,672,21,0,0,67.1070401575697,11.8629607901939,-2.25140314878001,44.25140314878
"Mut1",84,"Light","1",32,1470,45.9375,0,0,130.472080192191,23.0644231648533,0.731230596887627,91.1437694031124
"Mut1",85,"Light","1",32,2082,65.0625,0,0,206.37109348406,36.4815999108654,-6.44143582529611,136.566435825296
"Mut1",86,"Light","1",32,1435,44.84375,0,0,199.173956934554,35.2093138960452,-24.1665052362486,113.854005236249
"Mut1",87,"Light","1",32,2154,67.3125,0,0.75,213.222349113057,37.692742239592,-6.56527478960031,141.1902747896
"Mut1",88,"Light","1",32,3600,112.5,0,0,321.777222073225,56.8827139398367,1.00988067792011,223.99011932208
"Mut1",89,"Light","1",32,1268,39.625,0,0,133.29998911018,23.5643315579754,-6.5610898536317,85.8110898536317
"Mut1",90,"Light","1",32,604,18.875,0,0,53.6564640004563,9.48521238730362,0.283983720884905,37.4660162791151
"Mut1",91,"Light","1",32,2046,63.9375,0,0,237.762681558598,42.0309011107957,-18.4430661771595,146.318066177159
"Mut1",92,"Light","1",32,3626,113.3125,0,0,495.408820262163,87.5767340667508,-58.3378987708315,284.962898770832
"Mut1",93,"Light","1",32,2710,84.6875,0,0,280.723539528058,49.625379609745,-12.5782440351001,181.9532440351
"Mut1",94,"Light","1",32,1257,39.28125,0,0,128.560826415785,22.7265580383871,-5.26280375523871,83.8253037552387
"Mut1",95,"Light","1",32,2163,67.59375,0,0,194.478435553049,34.3792551435279,0.210409918685301,134.977090081315
"Mut1",96,"Light","1",32,1715,53.59375,0,0,147.962257474995,26.1562789050598,2.32744334608287,104.860056653917
"Mut1",97,"Light","1",32,3944,123.25,0,0,588.238430921428,103.986845864769,-80.5642178949472,327.064217894947
"Mut1",98,"Light","1",32,1947,60.84375,0,0,162.286109233046,28.6884020827668,4.61448191777703,117.073018082223
"Mut1",99,"Light","1",32,3382,105.6875,0,0,348.49588672539,61.6059511797856,-15.0601643123798,226.43516431238
"Mut1",100,"Light","1",32,1146,35.8125,0,0,157.030187666925,27.7592776375697,-18.5956841696366,90.2206841696366
"Mut1",101,"Light","1",32,1740,54.375,0,0,183.492418758747,32.437183400158,-9.20187946430962,117.95187946431
"Mut1",102,"Light","1",32,2673,83.53125,0,0,309.280537061159,54.6735912612406,-23.6289888720317,190.691488872032
"Mut1",103,"Light","1",32,1268,39.625,0,0,200.821980226108,35.500646007298,-29.9562661743041,109.206266174304
"Mut1",104,"Light","1",32,4264,133.25,0,0,402.079513882355,71.078287710601,-6.06344391277787,272.563443912778
"Mut1",105,"Light","1",32,959,29.96875,0,0,128.251890352666,22.6719453420909,-14.4682628704982,74.4057628704982
"Mut1",106,"Light","1",32,890,27.8125,0,0,83.265776379789,14.7194487797279,-1.03761960826662,56.6626196082666
"Mut1",107,"Light","1",32,1334,41.6875,0,0,145.640396181829,25.7458279387166,-8.77432275988452,92.1493227598845
"Mut1",108,"Light","1",32,1095,34.21875,0,0,149.908947499216,26.5004083343084,-17.7220503352444,86.1595503352444
"Mut1",109,"Light","1",32,2341,73.15625,0,0,300.579022874078,53.1353663391717,-30.9890680247766,177.301568024777
"Mut1",110,"Light","1",32,4227,132.09375,0,0,362.374726685406,64.059406642468,6.53731298076264,257.650187019237
"Mut1",111,"Light","1",32,2392,74.75,0,0,247.047076616009,43.6721657868731,-10.8474449422713,160.347444942271
"Mut1",112,"Light","1",32,2003,62.59375,0,0,223.188891412633,39.4545946508452,-14.7372555156565,139.924755515657
"Mut1",113,"Light","1",32,3911,122.21875,0,0,387.408822519737,68.4848513738004,-12.0115586926488,256.449058692649
"Mut1",114,"Light","1",32,1626,50.8125,0,0,150.326834790281,26.5742810686294,-1.27309089451366,102.898090894514
"Mut1",115,"Light","1",32,3646,113.9375,0,0,464.776945287702,82.1617324380258,-47.0994955785306,274.974495578531
"Mut2",73,"Light","1",32,1793,56.03125,0,0,189.371708956818,33.4765048920628,-9.58269958844313,121.645199588443
"Mut2",74,"Light","1",32,2022,63.1875,0,0,239.292025331177,42.3012534488846,-19.7229567598139,146.097956759814
"Mut2",75,"Light","1",32,1091,34.09375,0,0,131.591832125927,23.2623692112511,-11.5004936540522,79.6879936540522
"Mut2",76,"Light","1",32,14,0.4375,0,0,2.47487373415292,0.4375,-0.42,1.295
"Mut2",77,"Light","1",32,996,31.125,0,0,133.995606572175,23.6873005140974,-15.302109007631,77.552109007631
"Mut2",78,"Light","1",32,315,9.84375,0,0,36.3700598019855,6.42937897953605,-2.75783279989065,22.4453327998907
"Mut2",79,"Light","1",32,1046,32.6875,0,0,102.755405634433,18.1647610319204,-2.915431622564,68.290431622564
"Mut2",80,"Light","1",32,4281,133.78125,0,0,616.507056411229,108.984080059434,-79.8275469164914,347.390046916491
"Mut2",81,"Light","1",32,3601,112.53125,0,0,518.069243371404,91.5825687780259,-66.9705848049308,292.033084804931
"Mut2",82,"Light","1",32,1860,58.125,0,0,200.606941956878,35.4626322527012,-11.3817592152943,127.631759215294
"Mut2",83,"Light","1",32,3626,113.3125,0,0,372.790301471173,65.9006375327109,-15.8527495641133,242.477749564113
"Mut2",84,"Light","1",32,4370,136.5625,0,0,422.57527960765,74.7014614430927,-9.85236442846175,282.977364428462
"Mut2",85,"Light","1",32,4072,127.25,0,0.25,368.068454362465,65.0659250051376,-0.279213010069725,254.77921301007
"Mut2",86,"Light","1",32,2208,69,0,0,254.734650048799,45.0311496131719,-19.2610532418169,157.261053241817
"Mut2",87,"Light","1",32,3737,116.78125,0,0,317.282385100656,56.0881315139289,6.84851223269926,226.713987767301
"Mut2",88,"Light","1",32,1240,38.75,0,0,92.6829489833921,16.3841854316308,6.63699655400354,70.8630034459965
"Mut2",89,"Light","1",32,1607,50.21875,0,0,152.187646138235,26.9032291492912,-2.51157913261084,102.949079132611
"Mut2",90,"Light","1",32,1971,61.59375,0,0,197.13804879388,34.8494127830092,-6.71109905469801,129.898599054698
"Mut2",91,"Light","1",32,1449,45.28125,0,0,151.03006203103,26.6985952562916,-7.04799670233145,97.6104967023315
"Mut2",92,"Light","1",32,3057,95.53125,0,0,383.87354977615,67.8598975412168,-37.4741491807848,228.536649180785
"Mut2",93,"Light","1",32,389,12.15625,0,0,48.3282521893501,8.54330871149576,-4.58863507453169,28.9011350745317
"Mut2",94,"Light","1",32,1503,46.96875,0,0,216.709331769092,38.3091595100826,-28.1172026397619,122.054702639762
"Mut2",95,"Light","1",32,2777,86.78125,0,0,307.499670534835,54.3587755619528,-19.7619501014275,193.324450101427
"Mut2",96,"Light","1",32,3106,97.0625,0,0,301.549325928184,53.3068933065128,-7.419010880765,201.544010880765
"Mut2",97,"Light","1",32,2114,66.0625,0,0.25,189.335158962499,33.470043704854,0.461214338486101,131.663785661514
"Mut2",98,"Light","1",32,3929,122.78125,0,0,456.23386294927,80.6515145745906,-35.2957185661976,280.858218566198
"Mut2",99,"Light","1",32,3515,109.84375,0,0,379.011712252001,67.0004379706286,-21.477108422432,241.164608422432
"Mut2",100,"Light","1",32,2729,85.28125,0,0,310.856385715852,54.952164578705,-22.4249925742618,192.987492574262
"Mut2",101,"Light","1",32,2126,66.4375,0,0,275.001693543172,48.6138905855405,-28.8457255476594,161.720725547659
"Mut2",102,"Light","1",32,1487,46.46875,0,0,225.938756242882,39.9407066680491,-31.8150350693763,124.752535069376
"Mut2",103,"Light","1",32,1124,35.125,0,0,115.663234741934,20.4465644049983,-4.9502662337966,75.2002662337966
"Mut2",104,"Light","1",32,894,27.9375,0,0,92.6547310910155,16.3791971658683,-4.1657264451018,60.0407264451018
"Mut2",105,"Light","1",32,826,25.8125,0,0,73.8291128432802,13.0512665851176,0.232017493169561,51.3929825068304
"Mut2",106,"Light","1",32,1889,59.03125,0,0,319.610295402728,56.4996518040762,-51.7080675359894,169.770567535989
"Mut2",107,"Light","1",32,2026,63.3125,0,0,219.650372843577,38.8290670319618,-12.7924713826451,139.417471382645
"Mut2",108,"Light","1",32,1809,56.53125,0,0,230.657962719974,40.7749523934919,-23.3876566912441,136.450156691244
"Mut2",109,"Light","1",32,2360,73.75,0,0,318.150502019852,56.2415943540354,-36.4835249339095,183.983524933909
"Mut2",110,"Light","1",32,4341,135.65625,0,0,607.534393523952,107.397922366211,-74.843677837773,346.156177837773
"Mut2",111,"Light","1",32,227,7.09375,0,0,34.0107756880555,6.01231253060965,-4.69038255999491,18.8778825599949
"Mut2",112,"Light","1",32,1943,60.71875,0,0,204.034505996159,36.0685456964829,-9.97559956510645,131.413099565106
"Mut2",113,"Light","1",32,1405,43.90625,0,0,160.905574268405,28.4443556739762,-11.8446871209933,99.6571871209933
"Mut2",114,"Light","1",32,966,30.1875,0,0,103.474303339587,18.291845392494,-5.6645169692882,66.0395169692882
"Mut2",115,"Light","1",32,434,13.5625,0,0,70.5036889906501,12.463409145989,-10.8657819261385,37.9907819261385
"Mut3",73,"Light","1",32,2238,69.9375,0,0,181.45397310293,32.0768337135807,7.06690592138177,132.808094078618
"Mut3",74,"Light","1",32,1540,48.125,0,0,160.540367750355,28.3797956726146,-7.49939951832463,103.749399518325
"Mut3",75,"Light","1",32,4146,129.5625,0,0,477.133303717241,84.3460486471004,-35.7557553483168,294.880755348317
"Mut3",76,"Light","1",32,4758,148.6875,0,5.75,590.828310714657,104.444676255832,-56.02406546143,353.39906546143
"Mut3",77,"Light","1",32,3340,104.375,0,0.25,282.37400844476,49.9171440505293,6.53739766096264,202.212602339037
"Mut3",78,"Light","1",32,2098,65.5625,0,0,209.950214912811,37.1143051691054,-7.18153813144659,138.306538131447
"Mut3",79,"Light","1",32,1739,54.34375,0,0.25,170.516598260281,30.1433607336767,-4.7372370380064,113.424737038006
"Mut3",80,"Light","1",32,2777,86.78125,0,1,234.923423951227,41.5289865338686,5.38443639361749,168.178063606383
"Mut3",81,"Light","1",32,1279,39.96875,0,0,187.075710803355,33.0706259260865,-24.8496768151296,104.78717681513
"Mut3",82,"Light","1",32,894,27.9375,0,0,109.65604215293,19.3846327511037,-10.0563801921632,65.9313801921632
"Mut3",83,"Light","1",32,1376,43,0,0,124.021850312107,21.9241728427485,0.0286212282129981,85.971378771787
"Mut3",84,"Light","1",32,4228,132.125,0,0,366.93936828855,64.8663289002854,4.98699535544065,259.263004644559
"Mut3",85,"Light","1",32,1405,43.90625,0,0,192.468742225513,34.0239881985265,-22.7807668691118,110.593266869112
"Mut3",86,"Light","1",32,2367,73.96875,0,0,262.162161632711,46.3441605652533,-16.8658047078966,164.803304707897
"Mut3",87,"Light","1",32,1431,44.71875,0,0,125.990587045991,22.2721996164736,1.06523875171168,88.3722612482883
"Mut3",88,"Light","1",32,2437,76.15625,0,0,255.624233968408,45.1884073186695,-12.4130283445922,164.725528344592
"Mut3",89,"Light","1",32,1100,34.375,0,0,126.078508567403,22.2877420924742,-9.30897450124938,78.0589745012494
"Mut3",90,"Light","1",32,1659,51.84375,0,0,151.912137036618,26.8545255607832,-0.791120099135064,104.478620099135
"Mut3",91,"Light","1",32,1085,33.90625,0,0,87.095557227161,15.3964647816366,3.72917902799219,64.0833209720078
"Mut3",92,"Light","1",32,1825,57.03125,0,0,176.779520849943,31.2504994919759,-4.21972900427269,118.282229004273
"Mut3",93,"Light","1",32,1628,50.875,0,0,167.138102063205,29.5461213408854,-7.03539782813534,108.785397828135
"Mut3",94,"Light","1",32,1441,45.03125,0,0,146.75511407806,25.9428840846005,-5.81680280581691,95.8793028058169
"Mut3",95,"Light","1",32,4068,127.125,0,0,554.258397291139,97.979967813538,-64.9157369145344,319.165736914534
"Mut3",96,"Light","1",32,2374,74.1875,0,0,261.713514572094,46.2648502205229,-16.4916064322249,164.866606432225
"Mut3",97,"Light","1",32,2711,84.71875,0,0,203.605918282543,35.992781376825,14.172898501423,155.264601498577
"Mut3",98,"Light","1",32,2231,69.71875,0,0,347.760135575027,61.4758875228637,-50.7739895448128,190.211489544813
"Mut3",99,"Light","1",32,2467,77.09375,0,0,214.137483629469,37.8545166951553,2.89889727749565,151.288602722504
"Mut3",100,"Light","1",32,2230,69.6875,0,9.5,142.955313906806,25.2711679675386,20.1560107836244,119.218989216376
"Mut3",101,"Light","1",32,2632,82.25,0,0,229.121463772581,40.503335187245,2.86346303299972,161.636536967
"Mut3",102,"Light","1",32,672,21,0,0,85.344085344128,15.0868453702491,-8.57021692568822,50.5702169256882
"Mut3",103,"Light","1",32,2741,85.65625,0,0,298.340853925452,52.739710228918,-17.7135820486793,189.026082048679
"Mut3",104,"Light","1",32,2293,71.65625,0,0,178.63561928072,31.5786144387139,9.76216570012071,133.550334299879
"Mut3",105,"Light","1",32,899,28.09375,0,0,92.7808237191285,16.4014874039674,-4.05316531177602,60.240665311776
"Mut3",106,"Light","1",32,824,25.75,0,0,92.3562527355611,16.3264331485735,-6.249808971204,57.749808971204
"Mut3",107,"Light","1",32,1651,51.59375,0,0,177.066027301099,31.3011471555924,-9.75649842496104,112.943998424961
"Mut3",108,"Light","1",32,1480,46.25,0,0.5,132.616838321729,23.4435664192036,0.300609818360854,92.1993901816391
"Mut3",109,"Light","1",32,1704,53.25,0,0,175.808730378839,31.0788863606686,-7.66461726691051,114.164617266911
"Mut3",110,"Light","1",32,261,8.15625,0,0,30.8242775861767,5.44901392659052,-2.52381729611741,18.8363172961174
"Mut3",111,"Light","1",32,2947,92.09375,0,0,321.61411052488,56.8538796193556,-19.339854053937,203.527354053937
"Mut3",112,"Light","1",32,1497,46.78125,0,0,156.904888876114,27.7371277314055,-7.58352035355487,101.146020353555
"Mut3",113,"Light","1",32,3806,118.9375,0,13.25,321.234407177747,56.7867569164564,7.63545644374545,230.239543556255
"Mut3",114,"Light","1",32,2971,92.84375,0,1,255.435252748665,45.1549998431701,4.33995030738657,181.347549692613
"Mut3",115,"Light","1",32,1611,50.34375,0,0,167.098118630941,29.5390532018631,-7.55279427565172,108.240294275652
"Mut4",73,"Light","1",32,5476,171.125,0,27.75,435.348414417101,76.9594540032859,20.2844701535597,321.96552984644
"Mut4",74,"Light","1",32,2043,63.84375,0,0,244.291484986884,43.1850414050893,-20.798931153975,148.486431153975
"Mut4",75,"Light","1",32,3707,115.84375,0,2.25,298.076425507869,52.6929654471153,12.565537723654,219.121962276346
"Mut4",76,"Light","1",32,5396,168.625,0,47.25,346.719813440562,61.291982813889,48.4927136847776,288.757286315222
"Mut4",77,"Light","1",32,3146,98.3125,0,0,231.431232383576,40.9116484491965,18.1256690395748,178.499330960425
"Mut4",78,"Light","1",32,1043,32.59375,0,0.25,102.959703791526,18.2008761849865,-3.07996732257359,68.2674673225736
"Mut4",79,"Light","1",32,2155,67.34375,0,0.25,194.489009453972,34.3811243627895,-0.0432537510673967,134.730753751067
"Mut4",80,"Light","1",32,3912,122.25,0,57,254.74984567408,45.0338358455922,33.9836817426394,210.516318257361
"Mut4",81,"Light","1",32,2914,91.0625,0,0,251.639903689841,44.484070579054,3.87372166505415,178.251278334946
"Mut4",82,"Light","1",32,1781,55.65625,0,0,210.603374260718,37.2297685201305,-17.3140962994558,128.626596299456
"Mut4",83,"Light","1",32,1191,37.21875,0,0,160.388788598407,28.3530000110573,-18.3531300216723,92.7906300216723
"Mut4",84,"Light","1",32,1133,35.40625,0,0,114.518306572891,20.2441677869227,-4.27231886236858,75.0848188623686
"Mut4",85,"Light","1",32,2591,80.96875,0,0,340.264838445376,60.1508936660177,-36.9270015853946,198.864501585395
"Mut4",86,"Light","1",32,891,27.84375,0,0,99.6850231009913,17.6219889543621,-6.69534835054979,62.3828483505498
"Mut4",87,"Light","1",32,1698,53.0625,0,0,233.486193209266,41.2749176329262,-27.8363385605353,133.961338560535
"Mut4",88,"Light","1",32,6283,196.34375,0,44.5,422.101547893242,74.6177167161624,50.0930252363216,342.594474763678
"Mut4",89,"Light","1",32,1465,45.78125,0,0,133.651142996211,23.6264073814884,-0.526508467717221,92.0890084677172
"Mut4",90,"Light","1",32,4976,155.5,0,0,520.6917235445,92.0461621565068,-24.9104778267532,335.910477826753
"Mut4",91,"Light","1",32,1636,51.125,0,0,127.332115909285,22.5093506555716,7.00667271507957,95.2433272849204
"Mut4",92,"Light","1",32,2893,90.40625,0,0.25,301.711447212452,53.335552571383,-14.1314330399106,194.943933039911
"Mut4",93,"Light","1",32,1895,59.21875,0,2,134.485815147199,23.7739579659961,12.6217923866476,105.815707613352
"Mut4",94,"Light","1",32,1962,61.3125,0,0,139.322192730005,24.6289168122915,13.0398230479087,109.585176952091
"Mut4",95,"Light","1",32,2815,87.96875,0,0,208.920649294446,36.9323019614998,15.5814381554604,160.35606184454
"Mut4",96,"Light","1",32,1249,39.03125,0,0,143.633827531297,25.3911133637897,-10.7353321930279,88.7978321930279
"Mut4",97,"Light","1",32,2319,72.46875,0,0,190.533205026688,33.6818303288945,6.45236255536683,138.485137444633
"Mut4",98,"Light","1",32,1004,31.375,0,0,134.764729280567,23.8232634847645,-15.3185964301385,78.0685964301385
"Mut4",99,"Light","1",32,2940,91.875,0,0,315.504792663358,55.773894597279,-17.4418334106668,201.191833410667
"Mut4",100,"Light","1",32,3474,108.5625,0,0,329.864091025966,58.3122839085994,-5.72957646085474,222.854576460855
"Mut4",101,"Light","1",32,3769,117.78125,0,0,392.418697918188,69.3704805905866,-18.1848919575497,253.74739195755
"Mut4",102,"Light","1",32,1612,50.375,0,0,154.974659739231,27.395908203422,-3.32098007870704,104.070980078707
"Mut4",103,"Light","1",32,1863,58.21875,0,0,189.86442265979,33.5636051922016,-7.56591617671518,124.003416176715
"Mut4",104,"Light","1",32,2526,78.9375,0,0,218.973696682295,38.7094464563842,3.06698494548692,154.808015054513
"Mut4",105,"Light","1",32,2458,76.8125,0,0,217.653236712926,38.4760199067277,1.39950098281379,152.225499017186
"Mut4",106,"Light","1",32,2503,78.21875,0,0,222.359014321435,39.3078917211608,1.17528222652487,155.262217773475
"Mut4",107,"Light","1",32,1504,47,0,0,156.01488762708,27.5797962517913,-7.05640065351098,101.056400653511
"Mut4",108,"Light","1",32,270,8.4375,0,0,36.9672370201402,6.53494599466788,-4.37099414954905,21.245994149549
"Mut4",109,"Light","1",32,1977,61.78125,0,0,211.038405673837,37.3066719356919,-11.339826993956,134.902326993956
"Mut4",110,"Light","1",32,2988,93.375,0,0,267.895471912027,47.3576762095412,0.553954629299312,186.196045370701
"Mut4",111,"Light","1",32,2837,88.65625,0,0,351.214446886248,62.0865292609871,-33.0333473515346,210.345847351535
"Mut4",112,"Light","1",32,2562,80.0625,0,0.25,227.711183441912,40.2540304909475,1.16460023774296,158.960399762257
"Mut4",113,"Light","1",32,3740,116.875,0,0,533.986876122408,94.3964352926939,-68.14201317368,301.89201317368
"Mut4",114,"Light","1",32,2019,63.09375,0,0,261.66863548845,46.2569166444284,-27.5698066230797,153.75730662308
"Mut4",115,"Light","1",32,1690,52.8125,0,0,207.548274602133,36.6896980986841,-19.0993082734208,124.724308273421
"MUT+DMSO",73,"Light","1",32,3497,109.28125,0,15.25,256.301263558362,45.3080903721996,20.4773928704889,198.085107129511
"MUT+DMSO",74,"Light","1",32,4661,145.65625,0,0,582.396085670945,102.954055378607,-56.1336985420691,347.446198542069
"MUT+DMSO",75,"Light","1",32,3567,111.46875,0,0,576.812542052749,101.967014989737,-88.3865993798854,311.324099379885
"MUT+DMSO",76,"Light","1",32,594,18.5625,0,0,79.4180192034122,14.0392549817841,-8.95443976429675,46.0794397642968
"MUT+DMSO",77,"Light","1",32,1145,35.78125,0,0,124.677838881112,22.0401363341295,-7.41741721489385,78.9799172148938
"MUT+DMSO",78,"Light","1",32,2581,80.65625,0,1.25,196.882412814874,34.8042222994417,12.4399742930944,148.872525706906
"MUT+DMSO",79,"Light","1",32,1613,50.40625,0,0,179.682669991186,31.763708603118,-11.8506188621112,112.663118862111
"MUT+DMSO",80,"Light","1",32,860,26.875,0,0,102.583325690277,18.1343413080657,-8.66830896380884,62.4183089638088
"MUT+DMSO",81,"Light","1",32,852,26.625,0,0,102.797875589948,18.1722687303058,-8.99264671139946,62.2426467113995
"MUT+DMSO",82,"Light","1",32,1736,54.25,0,0,173.783885069006,30.7209408983094,-5.96304416068642,114.463044160686
"MUT+DMSO",83,"Light","1",32,1135,35.46875,0,0,111.138096129502,19.6466253553332,-3.03863569645313,73.9761356964531
"MUT+DMSO",84,"Light","1",32,11,0.34375,0,0,1.94454364826301,0.34375,-0.33,1.0175
"MUT+DMSO",85,"Light","1",32,29,0.90625,0,0,3.56831373385606,0.630794709652678,-0.330107630919249,2.14260763091925
"MUT+DMSO",86,"Light","1",32,583,18.21875,0,0,101.606049596056,17.9615816697369,-16.9859500726843,53.4234500726843
"MUT+DMSO",87,"Light","1",32,835,26.09375,0,0,83.4924603028283,14.7595212145196,-2.83491158045846,55.0224115804585
"MUT+DMSO",88,"Light","1",32,2283,71.34375,0,0,256.905858165355,45.4149686088179,-17.6695884732832,160.357088473283
"MUT+DMSO",89,"Light","1",32,1965,61.40625,0,0,177.582849247258,31.392509231291,-0.123068093330438,122.93556809333
"MUT+DMSO",90,"Light","1",32,379,11.84375,0,0,66.9983675174254,11.84375,-11.37,35.0575
"MUT+DMSO",91,"Light","1",32,1390,43.4375,0,0,224.278044242035,39.6471314886999,-34.2708777178518,121.145877717852
"MUT+DMSO",92,"Light","1",32,3065,95.78125,0,0,541.63812073251,95.7489970297739,-91.8867841783569,283.449284178357
"MUT+DMSO",93,"Light","1",32,343,10.71875,0,0,60.6344064867464,10.71875,-10.29,31.7275
"MUT+DMSO",94,"Light","1",32,135,4.21875,0,0,23.3234402030066,4.12304068203623,-3.86240973679102,12.299909736791
"MUT+DMSO",95,"Light","1",32,1145,35.78125,0,0,145.24989242681,25.6767959754036,-14.545270111791,86.107770111791
"MUT+DMSO",96,"Light","1",32,999,31.21875,0,0,176.417527908158,31.1865075760064,-29.9068048489726,92.3443048489726
"MUT+DMSO",97,"Light","1",32,707,22.09375,0,0,124.981123574722,22.09375,-21.21,65.3975
"MUT+DMSO",98,"Light","1",32,372,11.625,0,0,65.0348541788518,11.4966466008361,-10.9084273376387,34.1584273376387
"MUT+DMSO",99,"Light","1",32,826,25.8125,0,0,115.05186418139,20.3384883377035,-14.050937141899,65.675937141899
"MUT+DMSO",100,"Light","1",32,2336,73,0,0,221.617077483343,39.1767345788041,-3.78639977445603,149.786399774456
"MUT+DMSO",101,"Light","1",32,1920,60,0,0,318.3869627741,56.2833951047387,-50.3154544052879,170.315454405288
"MUT+DMSO",102,"Light","1",32,248,7.75,0,0,28.1745710102728,4.98060755459645,-2.01199080700904,17.511990807009
"MUT+DMSO",103,"Light","1",32,2446,76.4375,0,0,275.54473174704,48.7098870846401,-19.0338786858946,171.908878685895
"MUT+DMSO",104,"Light","1",32,448,14,0,0,78.4692255272008,13.8715303711851,-13.1881995275227,41.1881995275227
"MUT+DMSO",105,"Light","1",32,617,19.28125,0,0,80.4857167753304,14.227999030124,-8.60562809904305,47.168128099043
"MUT+DMSO",106,"Light","1",32,911,28.46875,0,0,93.389570590946,16.5090996642394,-3.88908534190927,60.8265853419093
"MUT+DMSO",107,"Light","1",32,401,12.53125,0,0,42.2923651883624,7.47630455427723,-2.12230692638337,27.1848069263834
"MUT+DMSO",108,"Light","1",32,390,12.1875,0,0,65.3888801338675,11.559230139213,-10.4685910728575,34.8435910728575
"MUT+DMSO",109,"Light","1",32,278,8.6875,0,0,49.1439212924651,8.6875,-8.34,25.715
"MUT+DMSO",110,"Light","1",32,0,0,0,0,0,0,0,0
"MUT+DMSO",111,"Light","1",32,436,13.625,0,0,72.4759136852798,12.8120525098881,-11.4866229193806,38.7366229193806
